Date,Retailer,Company,Margin,Amount
5/1/2020,PulseCraft Depot,AnchorVolt Industries,57.25,163.70
5/1/2020,PulseCraft Depot,AnchorVolt Industries,28.70,95.18
5/1/2020,PulseCraft Depot,AnchorVolt Industries,126.15,430.50
5/1/2020,PulseCraft Depot,VoltIndus Fabrications,76.85,224.85
5/1/2020,PulseCraft Depot,BharatElectra Works,395.03,2125.74
4/1/2018,PowerPulse,FusionAnchor Technologies,974.60,6514.27
4/2/2018,PowerSphere,DynoAnchor Works,183.77,1781.70
4/2/2018,PowerSphere,DynoAnchor Works,187.20,1732.80
4/2/2018,PowerSphere,VoltSaar Technologies,243.46,1891.00
4/2/2018,PowerSphere,SupraVolt Manufacturing,410.09,1483.00
4/2/2018,PowerSphere,SupraVolt Manufacturing,169.05,777.00
4/2/2018,PowerSphere,SupraVolt Manufacturing,165.04,686.00
4/2/2018,PowerSphere,SupraVolt Manufacturing,161.85,437.80
4/2/2018,PowerSphere,SupraVolt Manufacturing,403.10,1616.00
4/3/2018,SurgeSphere Electric,ElectroSaar Fabricators,974.70,5306.00
4/3/2018,SurgeSphere Electric,ElectroSaar Fabricators,63.73,327.00
4/5/2018,ElectroLink,AnchorVolt Industries,546.92,1241.00
4/5/2018,ElectroLink,AnchorVolt Industries,1245.63,3173.84
4/5/2018,ElectroLink,OrionVolt Systems,906.50,2288.80
4/5/2018,ElectroLink,OrionVolt Systems,420.70,978.04
4/5/2018,ElectraNest Outlet,SupraVolt Manufacturing,225.45,1128.00
4/5/2018,ElectraNest Outlet,SupraVolt Manufacturing,418.00,461.00
4/5/2018,ElectraNest Outlet,SupraVolt Manufacturing,179.57,954.00
4/5/2018,ElectraNest Outlet,SupraVolt Manufacturing,195.85,1017.00
4/5/2018,ElectraNest Outlet,SupraVolt Manufacturing,182.18,418.00
4/5/2018,ElectraNest Outlet,SupraVolt Manufacturing,224.30,1020.00
4/8/2018,PowerPulse Gear,AnchorVolt Industries,319.22,2668.00
4/8/2018,ElectroSphere,AnchorVolt Industries,831.66,2877.48
4/8/2018,ElectroSphere,AnchorVolt Industries,854.58,3077.72
4/8/2018,ElectroSphere,AnchorVolt Industries,765.87,1747.60
4/8/2018,ElectroSphere,AnchorVolt Industries,779.45,2087.52
4/8/2018,ElectroSphere,AnchorVolt Industries,376.70,946.64
4/8/2018,SparkCraft,HavellCore Technologies,124.46,1435.00
4/8/2018,SparkCraft,OrionVolt Systems,255.57,640.84
4/8/2018,SparkCraft,FusionAnchor Technologies,-261.51,4002.52
4/8/2018,SparkCraft,FusionAnchor Technologies,278.09,1980.22
4/8/2018,SparkCraft,FusionAnchor Technologies,519.14,1915.62
4/8/2018,SparkCraft,FusionAnchor Technologies,694.53,2012.26
4/8/2018,SparkCraft,FusionAnchor Technologies,140.01,2398.91
4/8/2018,SparkCraft,FusionAnchor Technologies,349.55,3375.84
4/8/2018,SparkCraft,FusionAnchor Technologies,387.25,3252.14
4/8/2018,SparkCraft,ElectroSaar Fabricators,611.69,2030.00
4/8/2018,SparkCraft,ElectroSaar Fabricators,170.70,1027.00
4/8/2018,ElectroSource,FusionAnchor Technologies,-520.82,8004.03
4/8/2018,ElectroSource,FusionAnchor Technologies,171.36,2306.76
4/8/2018,ElectroSource,FusionAnchor Technologies,227.12,3998.52
4/8/2018,ElectroSource,FusionAnchor Technologies,523.97,5073.26
4/8/2018,Ampere Avenue,FusionAnchor Technologies,-174.42,2669.34
4/8/2018,Ampere Avenue,FusionAnchor Technologies,86.11,1160.37
4/8/2018,Ampere Avenue,FusionAnchor Technologies,145.02,991.62
4/8/2018,Ampere Avenue,FusionAnchor Technologies,360.40,1338.21
4/8/2018,Ampere Avenue,FusionAnchor Technologies,1041.71,3002.39
4/8/2018,Ampere Avenue,FusionAnchor Technologies,186.92,3206.21
4/8/2018,Ampere Avenue,FusionAnchor Technologies,356.46,3379.84
4/8/2018,BrightCircuit,AnchorVolt Industries,568.99,2771.00
4/8/2018,BrightCircuit,AnchorVolt Industries,289.01,1284.04
4/8/2018,BrightCircuit,AnchorVolt Industries,989.01,4064.92
4/8/2018,BrightCircuit,AnchorVolt Industries,161.41,1637.48
4/8/2018,BrightCircuit,AnchorVolt Industries,681.89,2806.14
4/8/2018,BrightCircuit,AnchorVolt Industries,342.73,1392.68
4/8/2018,BrightCircuit,AnchorVolt Industries,413.01,1693.04
4/8/2018,BrightCircuit,AnchorVolt Industries,489.42,1996.40
4/8/2018,BrightCircuit,AnchorVolt Industries,428.72,2314.80
4/8/2018,BrightCircuit,AnchorVolt Industries,798.25,2984.60
4/8/2018,BrightCircuit,AnchorVolt Industries,554.55,2261.94
4/8/2018,BrightCircuit,AnchorVolt Industries,732.65,3030.16
4/8/2018,BrightBolt Store,ElectroShakti Works,3441.57,13033.00
4/8/2018,BrightBolt Store,AnchorVolt Industries,225.31,954.90
4/8/2018,BrightBolt Store,SupraVolt Manufacturing,133.93,693.00
4/8/2018,Cash,AnchorVolt Industries,648.11,2213.00
4/8/2018,Cash,AnchorVolt Industries,247.06,945.70
4/8/2018,Cash,AnchorVolt Industries,714.57,2571.34
4/8/2018,Cash,AnchorVolt Industries,300.06,2155.30
4/8/2018,Cash,AnchorVolt Industries,164.42,599.50
4/8/2018,Cash,AnchorVolt Industries,871.89,3371.50
4/8/2018,Cash,AnchorVolt Industries,246.96,879.94
4/8/2018,Cash,AnchorVolt Industries,199.83,716.29
4/8/2018,Cash,AnchorVolt Industries,567.51,2357.60
4/8/2018,Cash,AnchorVolt Industries,377.46,1249.92
4/8/2018,Cash,AnchorVolt Industries,983.41,3570.27
4/8/2018,Cash,AnchorVolt Industries,702.35,2551.50
4/8/2018,Cash,AnchorVolt Industries,272.03,1051.60
4/8/2018,Cash,AnchorVolt Industries,91.54,297.12
4/8/2018,Cash,AnchorVolt Industries,69.55,488.80
4/8/2018,Cash,AnchorVolt Industries,59.29,337.00
4/8/2018,Cash,AnchorVolt Industries,140.56,497.76
4/8/2018,Cash,HavellCore Technologies,56.48,85.32
4/8/2018,Cash,HavellCore Technologies,33.11,55.30
4/8/2018,Cash,Others,18.33,47.30
4/8/2018,Cash,Others,15.51,70.00
4/8/2018,Cash,VoltIndus Fabrications,241.81,1586.20
4/8/2018,Cash,VoltIndus Fabrications,151.30,664.40
4/8/2018,Cash,VoltWave Manufacturing,2507.95,10121.96
4/8/2018,Cash,BharatElectra Works,496.40,2133.16
4/8/2018,Cash,BharatElectra Works,1927.31,8450.02
4/8/2018,Cash,BharatElectra Works,1926.19,8664.76
4/8/2018,Cash,OrionVolt Systems,118.71,280.90
4/8/2018,Cash,OrionVolt Systems,83.93,253.00
4/8/2018,Cash,OrionVolt Systems,148.21,276.08
4/8/2018,Cash,AnchorVolt Industries,45.39,150.82
4/8/2018,Cash,AnchorVolt Industries,35.36,109.82
4/8/2018,Cash,AnchorVolt Industries,333.50,769.16
4/8/2018,Cash,OrionVolt Systems,33.85,73.85
4/9/2018,PulseCraft Depot,Others,55.63,134.40
4/9/2018,PulseCraft Depot,SupraElectra Industries,84.66,347.00
4/9/2018,PulseCraft Depot,FusionAnchor Technologies,71.97,352.80
4/9/2018,PulseCraft Depot,FusionAnchor Technologies,61.47,169.80
4/9/2018,PulseCraft Depot,FusionAnchor Technologies,46.12,96.50
4/9/2018,ElectroLink,AnchorVolt Industries,847.55,4637.60
4/9/2018,ElectroLink,AnchorVolt Industries,662.10,2488.00
4/9/2018,ElectroLink,AnchorVolt Industries,763.99,1737.60
4/9/2018,ElectroLink,AnchorVolt Industries,783.60,2085.52
4/9/2018,ElectroLink,AnchorVolt Industries,92.03,806.00
4/9/2018,ElectroLink,AnchorVolt Industries,234.19,1609.00
4/9/2018,ElectroLink,DynoVolt Engineering,22.01,376.00
4/11/2018,Cash,BharatElectra Works,482.71,2118.26
4/11/2018,Cash,BharatElectra Works,963.36,4337.88
4/11/2018,PowerNode,VoltIndus Fabrications,132.51,1740.40
4/11/2018,PowerNode,SupraVolt Manufacturing,147.12,741.00
4/11/2018,PowerNode,OrionVolt Systems,290.30,691.20
4/11/2018,Ampere Avenue,AnchorVolt Industries,597.71,2087.52
4/11/2018,Ampere Avenue,AnchorVolt Industries,291.71,1281.30
4/11/2018,Ampere Avenue,AnchorVolt Industries,422.74,2326.80
4/11/2018,Ampere Avenue,AnchorVolt Industries,663.08,2491.00
4/11/2018,Ampere Avenue,AnchorVolt Industries,226.67,945.64
4/11/2018,Ampere Avenue,AnchorVolt Industries,1599.44,4961.00
4/11/2018,Ampere Avenue,SupraVolt Manufacturing,322.01,1378.00
4/11/2018,VoltFusion,OrionVolt Systems,662.11,4265.44
4/11/2018,VoltFusion,OrionVolt Systems,592.76,1791.76
4/11/2018,VoltFusion,OrionVolt Systems,783.39,3204.72
4/11/2018,VoltFusion,OrionVolt Systems,1261.66,5070.64
4/2/2018,PowerEdge,BharatElectra Works,1284.42,7110.10
4/11/2018,ElectraNest Outlet,ApexVolt Industries,32.26,474.00
4/11/2018,ElectraNest Outlet,ApexVolt Industries,386.26,418.50
4/11/2018,ElectraNest Outlet,VoltStar Technologies,624.66,1774.00
4/11/2018,ElectraNest Outlet,VoltStar Technologies,536.18,1329.00
4/11/2018,ElectraNest Outlet,Others,336.36,999.60
4/11/2018,ElectraNest Outlet,Others,166.26,966.00
4/11/2018,ElectraNest Outlet,BharatElectra Works,336.80,1376.75
4/11/2018,ElectraNest Outlet,SupraVolt Manufacturing,152.63,896.00
4/11/2018,ElectraNest Outlet,SupraVolt Manufacturing,229.33,1028.00
4/11/2018,ElectraNest Outlet,SupraVolt Manufacturing,475.04,1543.00
4/11/2018,ElectraNest Outlet,SupraVolt Manufacturing,169.03,783.00
4/11/2018,ElectraNest Outlet,SupraVolt Manufacturing,157.01,695.00
4/11/2018,ElectraNest Outlet,ElectroSaar Fabricators,79.17,261.00
4/15/2018,ElectraHub Supply,AnchorVolt Industries,1217.71,3442.00
4/15/2018,ElectraHub Supply,AnchorVolt Industries,1197.41,4176.04
4/15/2018,ElectraHub Supply,AnchorVolt Industries,825.50,3079.72
4/15/2018,ElectraHub Supply,AnchorVolt Industries,596.42,3275.96
4/15/2018,ElectraHub Supply,AnchorVolt Industries,864.11,3853.90
4/15/2018,ElectraHub Supply,AnchorVolt Industries,333.23,1458.76
4/15/2018,ElectraHub Supply,AnchorVolt Industries,305.07,1003.20
4/15/2018,ElectraHub Supply,AnchorVolt Industries,437.68,2152.60
4/15/2018,ElectraHub Supply,AnchorVolt Industries,832.81,2883.48
4/15/2018,ElectraHub Supply,AnchorVolt Industries,589.05,1991.40
4/15/2018,ElectraHub Supply,AnchorVolt Industries,343.75,2406.00
4/15/2018,ElectraHub Supply,AnchorVolt Industries,443.33,1893.28
4/15/2018,ElectraHub Supply,AnchorVolt Industries,312.33,1262.52
4/15/2018,VoltGuard,AnchorVolt Industries,63.39,180.50
4/15/2018,VoltGuard,AnchorVolt Industries,113.37,316.32
4/15/2018,VoltGuard,AnchorVolt Industries,155.20,418.39
4/15/2018,PowerNexus,GridHaven Systems,167.39,925.00
4/15/2018,PowerNexus,GridHaven Systems,332.70,1944.00
4/16/2018,PowerSphere,AnchorVolt Industries,1121.94,5516.00
4/16/2018,PowerSphere,AnchorVolt Industries,909.54,3470.20
4/16/2018,PowerSphere,AnchorVolt Industries,626.36,2916.52
4/16/2018,PowerSphere,AnchorVolt Industries,396.64,1401.68
4/16/2018,PowerSphere,AnchorVolt Industries,211.70,754.40
4/16/2018,PowerSphere,AnchorVolt Industries,491.17,1694.04
4/16/2018,PowerSphere,AnchorVolt Industries,839.05,2832.92
4/16/2018,PowerSphere,AnchorVolt Industries,424.70,2325.80
4/16/2018,PowerSphere,AnchorVolt Industries,1323.04,4966.00
4/16/2018,PowerSphere,AnchorVolt Industries,835.76,2875.48
4/16/2018,PowerSphere,AnchorVolt Industries,563.85,3995.00
4/16/2018,PowerSphere,AnchorVolt Industries,659.94,2828.92
4/16/2018,PowerSphere,AnchorVolt Industries,377.90,1583.40
4/16/2018,PowerSphere,DynoVolt Engineering,64.97,1826.00
4/16/2018,PowerSphere,OrionVolt Systems,1436.46,3455.00
4/16/2018,Cash,AnchorVolt Industries,553.80,1890.00
4/16/2018,Cash,AnchorVolt Industries,852.30,2415.80
4/16/2018,Cash,AnchorVolt Industries,224.78,977.20
4/16/2018,Cash,AnchorVolt Industries,234.93,676.44
4/16/2018,Cash,AnchorVolt Industries,509.35,1519.00
4/16/2018,Cash,AnchorVolt Industries,233.19,659.56
4/16/2018,Cash,AnchorVolt Industries,91.56,248.20
4/16/2018,Cash,AnchorVolt Industries,470.83,1481.00
4/16/2018,Cash,AnchorVolt Industries,223.01,598.00
4/16/2018,Cash,AnchorVolt Industries,396.83,1185.00
4/16/2018,Cash,AnchorVolt Industries,66.97,286.00
4/16/2018,Cash,AnchorVolt Industries,75.24,319.00
4/16/2018,Cash,AnchorVolt Industries,104.42,282.30
4/16/2018,Cash,Others,21.99,88.00
4/16/2018,Cash,DynoAnchor Works,16.64,127.00
4/16/2018,Cash,VoltIndus Fabrications,131.72,1004.28
4/16/2018,Cash,VoltIndus Fabrications,290.60,1330.80
4/16/2018,Cash,VoltWave Manufacturing,886.72,3429.13
4/16/2018,Cash,BharatElectra Works,258.10,1090.56
4/16/2018,Cash,BharatElectra Works,512.18,2153.99
4/16/2018,Cash,BharatElectra Works,2042.35,8785.65
4/16/2018,Cash,BharatElectra Works,5014.21,19939.21
4/16/2018,Cash,OrionVolt Systems,226.41,555.80
4/16/2018,Cash,OrionVolt Systems,57.39,131.70
4/16/2018,Cash,OrionVolt Systems,182.67,309.50
4/17/2018,ElectroMotive,GridHaven Systems,490.55,2900.00
4/17/2018,CurrentWorld,SupraVolt Manufacturing,272.86,868.00
4/17/2018,CurrentWorld,SupraVolt Manufacturing,462.98,1873.60
4/17/2018,CurrentWorld,SupraVolt Manufacturing,188.82,959.00
4/17/2018,PowerNexus,Others,837.00,896.00
4/17/2018,PowerNexus,Others,165.03,643.00
4/17/2018,PowerNexus,VoltSaar Technologies,53.27,379.00
4/17/2018,PowerNexus,VoltSaar Technologies,2945.00,3166.00
4/17/2018,PowerNexus,Others,645.46,1667.00
4/17/2018,PowerNexus,SupraVolt Manufacturing,190.50,1050.00
4/17/2018,PowerNexus,SupraVolt Manufacturing,534.73,1738.00
4/17/2018,PowerNexus,SupraVolt Manufacturing,463.98,1863.60
4/17/2018,PowerNexus,SupraVolt Manufacturing,179.00,778.00
4/17/2018,PowerNexus,OrionVolt Systems,861.90,2078.60
4/17/2018,VoltGuard,AnchorVolt Industries,244.10,843.52
4/17/2018,VoltGuard,AnchorVolt Industries,204.33,1108.84
4/17/2018,VoltGuard,AnchorVolt Industries,419.40,1449.24
4/17/2018,VoltGuard,AnchorVolt Industries,227.66,943.64
4/17/2018,VoltGuard,AnchorVolt Industries,328.04,1299.56
4/17/2018,VoltGuard,AnchorVolt Industries,910.10,4214.60
4/18/2018,CurrentCraft,AnchorVolt Industries,723.56,4008.80
4/18/2018,CurrentCraft,AnchorVolt Industries,287.77,1564.20
4/18/2018,CurrentCraft,AnchorVolt Industries,337.07,1858.00
4/18/2018,CurrentCraft,AnchorVolt Industries,535.68,2949.32
4/18/2018,CurrentCraft,AnchorVolt Industries,208.81,1120.00
4/18/2018,CurrentCraft,AnchorVolt Industries,259.84,1428.64
4/18/2018,CurrentCraft,AnchorVolt Industries,329.74,1830.32
4/18/2018,CurrentCraft,AnchorVolt Industries,486.71,2684.20
4/18/2018,CurrentCraft,AnchorVolt Industries,826.96,2568.90
4/18/2018,CurrentCraft,AnchorVolt Industries,481.01,3722.00
4/18/2018,CurrentCraft,AnchorVolt Industries,457.66,2551.64
4/18/2018,CurrentCraft,AnchorVolt Industries,544.67,3031.36
4/18/2018,CurrentCraft,AnchorVolt Industries,346.09,3197.00
4/18/2018,CurrentCraft,AnchorVolt Industries,242.72,1339.60
4/18/2018,CurrentCraft,SupraVolt Manufacturing,269.86,881.00
4/18/2018,CurrentCraft,FusionAnchor Technologies,1115.63,5986.92
4/18/2018,CurrentCraft,FusionAnchor Technologies,768.55,6504.27
4/18/2018,CircuitNest Depot,HavellCore Technologies,428.72,687.00
4/18/2018,CircuitNest Depot,HavellCore Technologies,551.02,828.00
4/18/2018,CircuitNest Depot,GridHaven Systems,337.82,1853.00
4/18/2018,CircuitNest Depot,GridHaven Systems,489.60,2911.00
4/18/2018,CircuitNest Depot,Others,66.07,207.92
4/18/2018,CircuitNest Depot,Others,96.09,247.52
4/18/2018,CircuitNest Depot,Others,130.49,343.20
4/18/2018,CircuitNest Depot,Others,127.24,372.76
4/18/2018,CircuitNest Depot,Others,151.72,420.36
4/18/2018,CircuitNest Depot,Others,202.31,546.12
4/18/2018,CircuitNest Depot,Others,244.78,624.80
4/18/2018,CircuitNest Depot,SupraVolt Manufacturing,158.58,481.40
4/18/2018,CircuitNest Depot,SupraVolt Manufacturing,212.30,985.00
4/18/2018,CircuitNest Depot,SupraVolt Manufacturing,361.21,1023.00
4/18/2018,CircuitNest Depot,OrionVolt Systems,322.99,934.44
4/18/2018,CircuitNest Depot,ElectroSaar Fabricators,313.86,1022.00
4/18/2018,CircuitNest Depot,ElectroSaar Fabricators,180.46,598.00
4/18/2018,CircuitNest Depot,ElectroSaar Fabricators,185.61,816.00
4/18/2018,Cash,BharatElectra Works,346.21,1476.61
4/18/2018,Cash,BharatElectra Works,2510.50,9974.10
4/19/2018,BrightBolt Store,ApexVolt Industries,142.41,432.00
4/19/2018,BrightBolt Store,ApexVolt Industries,417.96,1942.00
4/20/2018,PowerSphere,AnchorVolt Industries,558.99,2760.00
4/20/2018,PowerSphere,AnchorVolt Industries,748.92,2765.45
4/20/2018,PowerSphere,AnchorVolt Industries,367.12,1252.00
4/20/2018,PowerSphere,AnchorVolt Industries,758.56,2775.36
4/20/2018,PowerSphere,AnchorVolt Industries,1518.95,7447.00
4/20/2018,PowerSphere,AnchorVolt Industries,583.02,1983.40
4/20/2018,PowerSphere,AnchorVolt Industries,1139.73,4375.28
4/20/2018,PowerSphere,OrionVolt Systems,259.68,800.68
4/20/2018,PowerSphere,OrionVolt Systems,329.17,775.60
4/20/2018,PowerSphere,OrionVolt Systems,1296.74,2977.24
4/20/2018,PowerSphere,OrionVolt Systems,762.03,1757.44
4/20/2018,PowerSphere,OrionVolt Systems,448.18,1393.92
4/20/2018,PowerSphere,OrionVolt Systems,489.84,2077.60
4/20/2018,PowerSphere,OrionVolt Systems,1050.01,2666.60
4/20/2018,PowerSphere,OrionVolt Systems,233.97,835.00
4/20/2018,PowerSphere,OrionVolt Systems,301.86,766.60
4/21/2018,Cash,DynoAnchor Works,8.33,36.80
4/21/2018,Cash,Others,10.20,45.40
4/21/2018,Cash,VoltWave Manufacturing,1765.66,6838.26
4/21/2018,Cash,BharatElectra Works,510.25,2146.99
4/21/2018,Cash,BharatElectra Works,688.54,2926.22
4/21/2018,Cash,Others,14.67,93.00
4/21/2018,Cash,FusionAnchor Technologies,25.46,166.64
4/21/2018,Cash,FusionAnchor Technologies,18.74,51.96
4/21/2018,Cash,FusionAnchor Technologies,283.58,619.40
4/21/2018,Cash,FusionAnchor Technologies,97.83,451.04
4/21/2018,Cash,FusionAnchor Technologies,104.80,392.02
4/21/2018,Cash,ElectroSaar Fabricators,75.99,154.00
4/29/2018,ElectroLink,AnchorVolt Industries,376.77,1581.40
4/29/2018,ElectroLink,AnchorVolt Industries,445.76,2149.60
4/29/2018,ElectroLink,AnchorVolt Industries,1329.30,4961.00
4/29/2018,ElectroLink,AnchorVolt Industries,877.77,2287.76
4/29/2018,ElectroLink,AnchorVolt Industries,390.52,1885.28
5/1/2018,PowerSphere,HavellCore Technologies,209.08,2302.00
5/1/2018,PowerSphere,Others,243.87,574.20
5/1/2018,PowerSphere,Others,829.80,1913.00
5/1/2018,PowerSphere,OrionVolt Systems,1295.88,3557.20
5/1/2018,PowerSphere,OrionVolt Systems,813.35,2311.60
5/1/2018,PowerSphere,OrionVolt Systems,60.99,392.00
5/1/2018,PowerSphere,OrionVolt Systems,346.58,2028.76
5/1/2018,PowerSphere,OrionVolt Systems,303.30,1912.00
5/1/2018,VoltFusion,GridHaven Systems,656.49,3866.00
5/1/2018,VoltFusion,OrionVolt Systems,157.04,1460.00
5/1/2018,VoltFusion,OrionVolt Systems,3024.78,7630.00
5/1/2018,VoltFusion,OrionVolt Systems,831.53,2203.12
5/1/2018,VoltFusion,OrionVolt Systems,599.21,2917.12
5/1/2018,VoltFusion,OrionVolt Systems,750.33,3863.60
5/2/2018,PowerSphere,AnchorVolt Industries,312.55,1077.54
5/2/2018,PowerSphere,FusionAnchor Technologies,546.77,9604.64
5/3/2018,Cash,VoltWave Manufacturing,608.30,8712.00
5/4/2018,ElectroSource,AnchorVolt Industries,398.68,1398.68
5/4/2018,ElectroSource,AnchorVolt Industries,845.55,4626.60
5/4/2018,ElectroSource,AnchorVolt Industries,338.03,1652.00
5/4/2018,ElectroSource,GridHaven Systems,676.63,3710.00
5/4/2018,ElectroSource,FusionAnchor Technologies,213.43,2885.44
5/4/2018,ElectroSource,FusionAnchor Technologies,693.37,4960.08
5/4/2018,ElectroSource,FusionAnchor Technologies,1396.83,5160.44
5/4/2018,ElectroSource,FusionAnchor Technologies,1042.86,2997.39
5/4/2018,PulseCraft Depot,VoltIndus Fabrications,36.01,173.00
5/4/2018,PulseCraft Depot,SupraVolt Manufacturing,47.58,127.00
5/5/2018,BrightBolt Store,AnchorVolt Industries,376.64,1581.40
5/5/2018,BrightBolt Store,AnchorVolt Industries,657.84,2981.60
5/5/2018,BrightBolt Store,AnchorVolt Industries,342.94,1665.00
5/5/2018,BrightBolt Store,AnchorVolt Industries,59.45,522.00
5/5/2018,BrightBolt Store,AnchorVolt Industries,204.18,954.64
5/5/2018,BrightBolt Store,AnchorVolt Industries,656.98,2587.12
5/5/2018,BrightBolt Store,AnchorVolt Industries,512.55,2282.76
5/5/2018,BrightBolt Store,HavellCore Technologies,24.88,301.00
5/5/2018,BrightBolt Store,DynoAnchor Works,29.91,354.00
5/5/2018,BrightBolt Store,SupraVolt Manufacturing,63.58,250.12
5/5/2018,BrightBolt Store,SupraVolt Manufacturing,73.01,303.00
5/5/2018,BrightBolt Store,OrionVolt Systems,717.52,2073.60
5/8/2018,ElectroGlow,AnchorVolt Industries,1039.52,5519.00
5/8/2018,ElectroGlow,AnchorVolt Industries,169.09,554.16
5/8/2018,ElectroGlow,AnchorVolt Industries,244.09,843.52
5/8/2018,ElectroGlow,AnchorVolt Industries,428.70,2320.80
5/8/2018,ElectroGlow,AnchorVolt Industries,220.31,998.20
5/8/2018,ElectroGlow,AnchorVolt Industries,1325.04,4957.00
5/8/2018,ElectroGlow,AnchorVolt Industries,116.14,478.95
5/8/2018,ElectroGlow,AnchorVolt Industries,584.72,1588.92
5/8/2018,ElectroGlow,AnchorVolt Industries,397.41,1892.28
5/8/2018,ElectroGlow,HavellCore Technologies,424.69,700.00
5/8/2018,ElectroGlow,NexaGrid Solutions,457.58,491.08
5/8/2018,ElectroGlow,GridHaven Systems,341.75,1856.00
5/8/2018,ElectroGlow,VoltIndus Fabrications,18.89,1574.40
5/8/2018,ElectroGlow,DynoVolt Engineering,20.00,365.00
5/8/2018,ElectroGlow,OrionVolt Systems,836.95,1391.40
5/8/2018,ElectroGlow,OrionVolt Systems,44.00,365.00
5/8/2018,ElectroGlow,OrionVolt Systems,151.82,831.72
5/8/2018,ElectroGlow,OrionVolt Systems,269.45,1152.40
5/8/2018,ElectroGlow,OrionVolt Systems,587.83,1794.00
5/8/2018,ElectroGlow,OrionVolt Systems,149.67,964.00
4/14/2018,Cash,ApexVolt Industries,376.38,674.00
4/14/2018,Cash,DynoAnchor Works,9.23,28.00
4/14/2018,Cash,SupraElectra Industries,562.51,2178.00
4/14/2018,Cash,PowerMatic Havells,229.87,512.00
4/14/2018,Cash,PowerMatic Havells,113.44,258.00
4/14/2018,Cash,FusionAnchor Technologies,62.75,352.80
4/14/2018,Cash,FusionAnchor Technologies,171.85,551.60
4/14/2018,Cash,FusionAnchor Technologies,184.19,549.00
4/14/2018,Cash,FusionAnchor Technologies,123.30,295.40
4/14/2018,Cash,FusionAnchor Technologies,279.41,581.00
4/14/2018,Cash,FusionAnchor Technologies,134.91,484.40
4/14/2018,Cash,FusionAnchor Technologies,134.71,429.95
4/14/2018,Cash,ElectroSaar Fabricators,195.81,453.00
4/13/2018,Cash,ApexVolt Industries,94.35,176.00
4/13/2018,Cash,DynoAnchor Works,4.08,77.20
4/13/2018,Cash,SupraElectra Industries,178.94,946.80
4/13/2018,Cash,PowerMatic Havells,145.20,460.60
4/13/2018,Cash,BharatElectra Works,136.01,1443.30
4/13/2018,Cash,BharatElectra Works,483.52,2113.26
4/13/2018,Cash,BharatElectra Works,967.97,4331.88
4/15/2018,Cash,AnchorVolt Industries,192.60,641.00
4/15/2018,Cash,DynoVolt Engineering,44.00,50.00
4/15/2018,PulseCraft Depot,VoltIndus Fabrications,361.72,2034.00
5/11/2018,WattWizard,FusionAnchor Technologies,519.56,1498.70
5/11/2018,WattWizard,FusionAnchor Technologies,94.16,1600.60
5/11/2018,WattWizard,FusionAnchor Technologies,180.45,1700.42
5/11/2018,PowerSphere,AnchorVolt Industries,833.72,4422.80
5/11/2018,PowerSphere,AnchorVolt Industries,647.11,2480.00
5/11/2018,PowerSphere,AnchorVolt Industries,320.87,3282.96
5/11/2018,PowerSphere,AnchorVolt Industries,538.34,1986.40
5/11/2018,PowerSphere,AnchorVolt Industries,660.60,2485.00
5/11/2018,PowerSphere,AnchorVolt Industries,722.82,2783.36
5/11/2018,PowerSphere,AnchorVolt Industries,843.50,4625.60
5/11/2018,PowerSphere,AnchorVolt Industries,662.08,2489.00
5/11/2018,PowerSphere,AnchorVolt Industries,516.98,1993.40
5/12/2018,Cash,Others,19.28,86.00
5/12/2018,Cash,PowerShakti Engineering,16.85,59.00
5/12/2018,Cash,OrionVolt Systems,28.10,98.30
5/12/2018,Cash,OrionVolt Systems,45.32,135.00
5/12/2018,Cash,OrionVolt Systems,49.49,223.00
5/12/2018,PowerSphere,BharatElectra Works,1726.12,7590.26
5/12/2018,PulseCraft Depot,AnchorVolt Industries,51.39,134.00
5/12/2018,PulseCraft Depot,AnchorVolt Industries,15.12,41.80
5/12/2018,PulseCraft Depot,AnchorVolt Industries,23.93,66.00
5/12/2018,PulseCraft Depot,HavellCore Technologies,2.30,8.50
5/12/2018,PulseCraft Depot,DynoAnchor Works,5.46,34.86
5/12/2018,PulseCraft Depot,PowerShakti Engineering,31.00,42.00
5/12/2018,PulseCraft Depot,VoltSaar Technologies,1763.30,1901.56
5/12/2018,PulseCraft Depot,DynoVolt Engineering,55.50,135.80
5/12/2018,PulseCraft Depot,DynoVolt Engineering,57.95,212.60
5/12/2018,PulseCraft Depot,ElectroSaar Fabricators,18.25,33.00
5/12/2018,PulseCraft Depot,AnchorVolt Industries,216.03,1329.08
5/18/2018,VoltGuard,AnchorVolt Industries,291.61,1289.30
5/18/2018,VoltGuard,OrionVolt Systems,163.99,553.64
5/18/2018,Cash,Others,38.40,48.20
5/18/2018,Cash,AnchorVolt Industries,79.28,255.00
5/18/2018,Cash,AnchorVolt Industries,87.33,270.72
5/18/2018,Cash,AnchorVolt Industries,206.48,620.60
5/18/2018,Cash,AnchorVolt Industries,43.67,125.60
5/18/2018,Cash,AnchorVolt Industries,61.75,165.64
5/18/2018,Cash,AnchorVolt Industries,101.34,307.00
5/18/2018,Cash,AnchorVolt Industries,75.39,180.40
5/18/2018,Cash,AnchorVolt Industries,172.59,478.40
5/18/2018,Cash,AnchorVolt Industries,98.50,271.72
5/18/2018,Cash,AnchorVolt Industries,129.76,406.00
